timestamp,pass,scenario,lvl,br_kbps,conf,reward,avg20,util,thr_mbps,loss_pct,rtt_ms,cpu_pct,mem_pct,thermal_c,battery,encoding_delay_ms
2026-05-30T10:26:51.457902,1,optimal_conditions,4,2400,0.2865,0.038,-0.0214,0.325,7.38,0.0,41.4,0.5,81.0,35,1.0,22.5
2026-05-30T10:26:53.021479,1,optimal_conditions,4,2400,0.2826,0.0381,-0.0171,0.326,7.37,0.0,41.5,0.4,81.0,35,1.0,22.5
2026-05-30T10:26:54.586463,1,optimal_conditions,0,150,0.286,-0.1221,-0.0241,0.019,7.87,0.0,41.7,0.5,80.9,35,1.0,6.09
2026-05-30T10:26:56.309344,1,optimal_conditions,2,600,0.1945,-0.0837,-0.0278,0.07,8.63,0.0,41.5,0.4,80.9,35,1.0,9.38
2026-05-30T10:26:57.873561,1,optimal_conditions,1,300,0.0659,-0.1004,-0.0321,0.035,8.62,0.0,41.7,0.4,81.0,35,1.0,7.19
2026-05-30T10:26:59.487584,1,optimal_conditions,0,150,0.2664,-0.1063,-0.0362,0.017,8.63,0.0,41.2,0.5,75.1,35,1.0,6.09
2026-05-30T10:27:01.066362,1,optimal_conditions,4,2400,0.2741,0.0157,-0.0335,0.278,8.63,0.0,41.3,0.4,81.1,35,1.0,22.5
2026-05-30T10:27:02.631041,1,optimal_conditions,2,600,0.1877,-0.0837,-0.036,0.07,8.63,0.0,41.1,0.5,81.1,35,1.0,9.38
2026-05-30T10:27:04.299476,1,optimal_conditions,0,150,0.2755,-0.1065,-0.0421,0.017,8.62,0.0,41.7,0.5,75.1,35,1.0,6.09
2026-05-30T10:27:05.886213,1,optimal_conditions,0,150,0.2597,-0.1086,-0.0559,0.017,8.62,0.0,41.4,0.6,80.8,35,1.0,6.09
2026-05-30T10:27:07.561333,1,optimal_conditions,2,600,0.1759,-0.0836,-0.0548,0.07,8.63,0.0,41.3,0.5,80.9,35,1.0,9.38
2026-05-30T10:27:09.185880,1,optimal_conditions,2,600,0.1401,-0.0798,-0.0534,0.07,8.62,0.0,41.5,0.5,75.0,35,1.0,9.38
2026-05-30T10:27:10.791044,1,optimal_conditions,4,2400,0.2483,0.0157,-0.0473,0.278,8.62,0.0,41.4,0.5,81.1,35,1.0,22.5
2026-05-30T10:27:12.358487,1,optimal_conditions,4,2400,0.3528,0.0157,-0.0473,0.278,8.62,0.0,41.4,0.5,81.0,35,1.0,22.5
2026-05-30T10:27:13.922453,1,optimal_conditions,0,150,0.3212,-0.1086,-0.0473,0.017,8.63,0.0,41.3,0.4,81.1,35,1.0,6.09
2026-05-30T10:27:15.486544,1,optimal_conditions,0,150,0.2823,-0.1086,-0.0473,0.017,8.63,0.0,41.5,0.5,81.0,35,1.0,6.09
2026-05-30T10:27:17.047995,1,optimal_conditions,2,600,0.1349,-0.0837,-0.0588,0.07,8.63,0.0,41.6,0.4,81.0,35,1.0,9.38
2026-05-30T10:27:18.637244,1,optimal_conditions,3,1200,0.1212,-0.0508,-0.0589,0.139,8.63,0.0,41.5,0.5,81.2,35,1.0,13.75
2026-05-30T10:27:21.130111,1,optimal_conditions,2,600,0.136,-0.0832,-0.0638,0.07,8.63,0.0,41.3,0.0,80.9,35,1.0,9.38
2026-05-30T10:27:23.721579,1,optimal_conditions,0,150,0.2957,-0.1085,-0.0648,0.017,8.63,0.0,41.5,0.5,81.0,35,1.0,6.09
2026-05-30T10:27:25.337835,1,optimal_conditions,5,4800,0.1724,0.1781,-0.0578,0.57,8.42,0.0,41.7,0.4,74.9,35,1.0,40.0
2026-05-30T10:27:26.920682,1,optimal_conditions,0,150,0.3277,-0.1124,-0.0653,0.018,8.42,0.0,41.3,0.5,81.1,35,1.0,6.09
2026-05-30T10:27:28.518798,1,optimal_conditions,1,300,0.0858,-0.1007,-0.0642,0.036,8.42,0.0,41.3,0.4,74.9,35,1.0,7.19
2026-05-30T10:27:30.086843,1,optimal_conditions,3,1200,0.0888,-0.0506,-0.0626,0.139,8.63,0.0,41.4,0.7,80.7,35,1.0,13.75
2026-05-30T10:27:31.689139,1,optimal_conditions,5,4800,0.1478,0.1673,-0.0492,0.556,8.63,0.0,41.5,0.6,75.1,35,1.0,40.0
2026-05-30T10:27:33.256897,1,optimal_conditions,0,150,0.3283,-0.1063,-0.0492,0.017,8.63,0.0,41.5,0.7,75.0,35,1.0,6.09
2026-05-30T10:27:34.831042,1,optimal_conditions,0,150,0.3017,-0.1064,-0.0553,0.017,8.63,0.0,41.7,0.6,75.1,35,1.0,6.09
2026-05-30T10:27:36.417576,1,optimal_conditions,4,2400,0.2393,0.0266,-0.0498,0.278,8.63,0.0,41.4,0.5,75.0,35,1.0,22.5
2026-05-30T10:27:37.991020,1,optimal_conditions,5,4800,0.1112,0.1486,-0.037,0.557,8.62,0.0,41.7,0.4,81.0,35,1.0,40.0
2026-05-30T10:27:39.641427,1,optimal_conditions,4,2400,0.2804,0.0308,-0.03,0.288,8.33,0.0,41.2,0.4,75.0,35,1.0,22.5
2026-05-30T10:27:41.290931,1,optimal_conditions,2,600,0.1689,-0.0873,-0.0302,0.072,8.33,0.0,41.5,0.5,81.1,35,1.0,9.38
2026-05-30T10:27:42.919200,1,optimal_conditions,5,4800,0.1543,0.1654,-0.018,0.556,8.63,0.0,41.4,1.1,75.0,35,1.0,40.0
2026-05-30T10:27:44.535995,1,optimal_conditions,0,150,0.3591,-0.1106,-0.0243,0.018,8.53,0.0,41.8,0.7,80.9,35,1.0,6.09
2026-05-30T10:27:46.123464,1,optimal_conditions,0,150,0.3237,-0.1104,-0.0306,0.018,8.53,0.0,41.4,0.5,80.9,35,1.0,6.09
2026-05-30T10:27:47.719828,1,optimal_conditions,4,2400,0.2229,0.0157,-0.0244,0.278,8.62,0.0,41.4,0.4,81.1,35,1.0,22.5
2026-05-30T10:27:49.291585,1,optimal_conditions,4,2400,0.2543,0.015,-0.0182,0.278,8.62,0.0,44.9,0.4,81.0,35,1.0,22.5
2026-05-30T10:27:50.919213,1,optimal_conditions,4,2400,0.2533,0.0267,-0.0127,0.278,8.62,0.0,41.4,0.4,75.0,35,1.0,22.5
2026-05-30T10:27:54.280252,1,optimal_conditions,4,2400,0.276,0.0158,-0.0093,0.278,8.62,0.0,41.3,0.5,81.0,35,1.0,22.5
2026-05-30T10:27:55.841661,1,optimal_conditions,2,600,0.1327,-0.0795,-0.0091,0.07,8.63,0.0,41.2,0.5,74.7,35,1.0,9.38
2026-05-30T10:27:57.415532,1,optimal_conditions,4,2400,0.2334,0.0265,-0.0024,0.278,8.63,0.0,41.2,0.5,75.0,35,1.0,22.5
2026-05-30T10:27:59.012579,1,optimal_conditions,0,150,0.384,-0.1062,-0.0166,0.017,8.63,0.0,41.2,0.5,75.0,35,1.0,6.09
2026-05-30T10:28:00.581578,1,optimal_conditions,4,2400,0.2979,0.0156,-0.0102,0.278,8.62,0.0,41.6,0.4,81.2,35,1.0,22.5
2026-05-30T10:28:02.208523,1,optimal_conditions,5,4800,0.1094,0.1493,0.0023,0.559,8.59,0.0,41.3,0.5,81.2,35,1.0,40.0
2026-05-30T10:28:03.775202,1,optimal_conditions,0,150,0.2952,-0.1093,-0.0006,0.017,8.6,0.0,41.5,0.4,81.3,35,1.0,6.09
2026-05-30T10:28:05.339031,1,optimal_conditions,1,300,0.0847,-0.1003,-0.014,0.035,8.62,0.0,41.5,0.5,80.8,35,1.0,7.19
2026-05-30T10:28:06.917403,1,optimal_conditions,2,600,0.1149,-0.0839,-0.0129,0.07,8.63,0.0,41.7,0.5,81.1,35,1.0,9.38
2026-05-30T10:28:08.628403,1,optimal_conditions,2,600,0.1502,-0.088,-0.012,0.073,8.26,0.0,41.2,0.4,81.2,35,1.0,9.38
2026-05-30T10:28:10.209777,1,optimal_conditions,0,150,0.3574,-0.1128,-0.0189,0.018,8.26,0.0,41.3,0.4,75.1,35,1.0,6.09
2026-05-30T10:28:11.881144,1,optimal_conditions,1,300,0.0713,-0.1005,-0.0314,0.035,8.63,0.0,41.4,0.5,81.3,35,1.0,7.19
2026-05-30T10:28:13.516532,1,optimal_conditions,2,600,0.1149,-0.0839,-0.0371,0.07,8.63,0.0,41.6,0.5,81.2,35,1.0,9.38
2026-05-30T10:28:15.111325,1,optimal_conditions,4,2400,0.2908,0.0156,-0.032,0.278,8.63,0.0,41.3,0.5,81.1,35,1.0,22.5
2026-05-30T10:28:16.682718,1,optimal_conditions,2,600,0.1578,-0.0837,-0.0444,0.07,8.63,0.0,41.3,0.6,80.8,35,1.0,9.38
2026-05-30T10:28:18.316562,1,optimal_conditions,3,1200,0.075,-0.0507,-0.0415,0.139,8.63,0.0,41.5,0.6,80.9,35,1.0,13.75
2026-05-30T10:28:19.895172,1,optimal_conditions,0,150,0.2149,-0.1086,-0.0414,0.017,8.63,0.0,41.4,0.4,81.1,35,1.0,6.09
2026-05-30T10:28:21.531224,1,optimal_conditions,3,1200,0.1151,-0.0507,-0.0447,0.139,8.63,0.0,41.5,0.5,81.1,35,1.0,13.75
2026-05-30T10:28:26.453068,1,high_network_activity,3,1200,0.166,-0.1058,-0.0507,0.206,5.82,0.0,242.3,0.6,80.7,45,0.85,13.75
2026-05-30T10:28:29.651884,1,high_network_activity,5,4800,0.1399,-0.7161,-0.0879,1.594,3.01,0.0,242.5,0.6,81.0,45,0.85,40.0
2026-05-30T10:28:32.910092,1,high_network_activity,2,600,0.1709,0.0245,-0.0874,0.379,1.58,0.0,242.6,0.6,81.0,45,0.85,9.38
2026-05-30T10:28:36.730294,1,high_network_activity,3,1200,0.1035,0.2619,-0.0704,0.837,1.43,0.0,242.3,1.2,81.0,45,0.85,13.75
2026-05-30T10:28:39.965376,1,high_network_activity,4,2400,0.2354,-0.6611,-0.1047,1.675,1.43,0.0,242.4,1.4,81.2,45,0.85,22.5
2026-05-30T10:28:43.320945,1,high_network_activity,2,600,0.1711,0.0624,-0.0963,0.42,1.43,0.0,242.8,0.6,81.1,45,0.85,9.38
2026-05-30T10:28:46.790841,1,high_network_activity,2,600,0.1549,0.0512,-0.0945,0.408,1.47,0.0,242.6,0.7,80.8,45,0.85,9.38
2026-05-30T10:28:49.960481,1,high_network_activity,3,1200,0.0976,0.2906,-0.0875,0.817,1.47,0.0,242.2,0.6,74.9,45,0.85,13.75
2026-05-30T10:28:53.134505,1,high_network_activity,5,4800,0.1506,-0.9001,-0.127,2.971,1.62,0.0,242.3,0.6,81.2,45,0.85,40.0
2026-05-30T10:28:58.208846,1,high_network_activity,3,1200,0.1357,0.3463,-0.1047,0.743,1.62,0.0,242.7,0.7,81.0,45,0.85,13.75
2026-05-30T10:29:01.397505,1,high_network_activity,3,1200,0.1127,0.351,-0.0829,0.748,1.61,0.0,242.5,0.7,80.9,45,0.85,13.75
2026-05-30T10:29:05.144060,1,high_network_activity,0,150,0.2946,-0.2218,-0.0896,0.105,1.43,0.0,242.4,1.1,81.1,45,0.85,6.09
2026-05-30T10:29:08.894120,1,high_network_activity,3,1200,0.1019,0.1626,-0.0759,0.934,1.28,0.0,242.3,0.7,81.0,45,0.85,13.75
2026-05-30T10:29:12.748216,1,high_network_activity,5,4800,0.1621,-0.8906,-0.1154,4.299,1.12,0.0,242.3,0.9,74.9,45,0.85,40.0
2026-05-30T10:29:15.925566,1,high_network_activity,0,150,0.3064,-0.2129,-0.1218,0.116,1.29,0.0,242.3,1.1,80.8,45,0.85,6.09
2026-05-30T10:29:19.192570,1,high_network_activity,0,150,0.3069,-0.2194,-0.1336,0.108,1.39,0.0,242.5,0.8,81.0,45,0.85,6.09
2026-05-30T10:29:22.456910,1,high_network_activity,4,2400,0.1922,-0.5217,-0.1555,1.55,1.55,0.0,242.3,0.7,74.9,45,0.85,22.5
2026-05-30T10:29:24.653765,1,thermal_throttling_start,3,1200,0.1987,-0.0034,-0.1531,0.405,2.96,0.0,81.5,23.1,80.8,88,0.7,40.56
2026-05-30T10:29:26.578868,1,thermal_throttling_start,4,2400,0.1885,0.0221,-0.1466,0.529,4.54,0.0,81.9,22.7,74.8,88,0.7,66.38
2026-05-30T10:29:30.418046,1,thermal_throttling_start,2,600,0.1551,-0.1785,-0.1529,0.108,5.56,0.0,81.4,23.1,81.1,88,0.7,27.66
2026-05-30T10:29:32.399648,1,thermal_throttling_start,2,600,0.1457,-0.1785,-0.1566,0.108,5.56,0.0,81.9,23.0,81.0,88,0.7,27.66
2026-05-30T10:29:34.254752,1,thermal_throttling_start,4,2400,0.206,-0.0659,-0.1241,0.431,5.57,0.0,81.4,22.6,81.0,88,0.7,66.38
2026-05-30T10:29:36.097148,1,thermal_throttling_start,4,2400,0.2146,-0.0665,-0.1286,0.431,5.56,0.0,81.5,22.8,81.2,88,0.7,66.38
2026-05-30T10:29:38.089910,1,thermal_throttling_start,0,150,0.2015,0.1428,-0.1346,0.006,24.05,0.0,81.9,22.7,80.8,88,0.7,17.98
2026-05-30T10:29:39.914931,1,thermal_throttling_start,0,150,0.1347,0.1427,-0.0944,0.006,24.05,0.0,81.6,22.9,81.1,88,0.7,17.98
2026-05-30T10:29:41.888619,1,thermal_throttling_start,3,1200,0.1587,-0.144,-0.1047,0.21,5.72,0.0,81.3,22.9,81.2,88,0.7,40.56
2026-05-30T10:29:43.803461,1,thermal_throttling_start,0,150,0.2074,-0.2017,-0.1173,0.026,5.72,0.0,81.6,23.2,75.2,88,0.7,17.98
2026-05-30T10:29:45.758938,1,thermal_throttling_start,5,4800,0.2574,-0.124,-0.1381,0.862,5.57,0.0,81.8,23.2,74.9,88,0.7,118.0
2026-05-30T10:29:47.617923,1,thermal_throttling_start,0,150,0.2477,-0.2037,-0.1032,0.027,5.57,0.0,81.5,22.8,74.9,88,0.7,17.98
2026-05-30T10:29:49.559026,1,thermal_throttling_start,2,600,0.1188,-0.1786,-0.1295,0.108,5.57,0.0,81.7,23.1,81.2,88,0.7,27.66
2026-05-30T10:29:51.404750,1,thermal_throttling_start,0,150,0.1973,-0.2038,-0.1572,0.027,5.57,0.0,81.7,22.8,75.0,88,0.7,17.98
2026-05-30T10:29:53.607263,1,thermal_throttling_start,0,150,0.1694,-0.2122,-0.1568,0.029,5.17,0.0,81.6,22.8,81.2,88,0.7,17.98
2026-05-30T10:29:55.607038,1,thermal_throttling_start,2,600,0.1199,-0.178,-0.1738,0.116,5.16,0.0,81.7,23.0,80.9,88,0.7,27.66
2026-05-30T10:29:57.615329,1,thermal_throttling_start,0,150,0.1703,-0.2066,-0.1396,0.027,5.54,0.0,81.8,22.7,81.1,88,0.7,17.98
2026-05-30T10:30:01.310993,1,thermal_throttling_start,0,150,0.1583,-0.2057,-0.1392,0.027,5.56,0.0,81.6,21.7,81.0,88,0.7,17.98
2026-05-30T10:30:03.153570,1,thermal_throttling_start,5,4800,0.2499,-0.1439,-0.1354,0.863,5.56,0.0,83.4,22.8,81.2,88,0.7,118.0
2026-05-30T10:30:05.072920,1,thermal_throttling_start,2,600,0.1445,-0.1791,-0.1183,0.108,5.56,0.0,83.2,23.2,81.1,88,0.7,27.66
2026-05-30T10:30:07.130103,1,thermal_throttling_start,3,1200,0.2169,-0.1407,-0.1252,0.216,5.55,0.0,81.3,22.8,81.3,88,0.7,40.56
2026-05-30T10:30:09.156248,1,thermal_throttling_start,5,4800,0.2378,-0.1469,-0.1336,0.865,5.55,0.0,81.4,22.9,81.3,88,0.7,118.0
2026-05-30T10:30:11.158220,1,thermal_throttling_start,2,600,0.1414,-0.2103,-0.1352,0.112,5.34,0.0,81.6,58.3,81.3,88,0.7,27.66
2026-05-30T10:30:13.355121,1,thermal_throttling_start,0,150,0.1528,-0.2096,-0.1368,0.028,5.35,0.0,81.6,23.0,81.3,88,0.7,17.98
2026-05-30T10:30:15.644147,1,thermal_throttling_start,3,1200,0.178,-0.133,-0.1401,0.232,5.18,0.0,81.4,23.1,81.0,88,0.7,40.56
2026-05-30T10:30:17.555524,1,thermal_throttling_start,2,600,0.128,-0.178,-0.1457,0.116,5.18,0.0,81.5,22.8,81.1,88,0.7,27.66
2026-05-30T10:30:19.457618,1,thermal_throttling_start,3,1200,0.1574,-0.1347,-0.1596,0.216,5.56,0.0,81.3,22.9,75.0,88,0.7,40.56
2026-05-30T10:30:21.282764,1,thermal_throttling_start,5,4800,0.2372,-0.1238,-0.1729,0.863,5.56,0.0,81.6,22.8,75.1,88,0.7,118.0
2026-05-30T10:30:23.109169,1,thermal_throttling_start,5,4800,0.1798,-0.1229,-0.1719,0.863,5.56,0.0,81.7,22.8,75.0,88,0.7,118.0
2026-05-30T10:30:27.156462,1,low_battery_powersave,3,1200,0.1637,-0.0777,-0.1657,0.244,4.92,0.0,101.6,5.9,80.9,40,0.15,15.47
2026-05-30T10:30:30.596109,1,low_battery_powersave,0,150,0.1608,-0.2094,-0.1699,0.035,4.28,0.0,101.7,6.7,81.1,40,0.15,6.86
2026-05-30T10:30:35.985395,1,low_battery_powersave,4,2400,0.2964,0.1643,-0.1515,0.606,3.96,0.0,101.6,5.1,80.8,40,0.15,25.31
2026-05-30T10:30:40.124570,1,low_battery_powersave,0,150,0.1809,-0.236,-0.1544,0.038,3.97,0.0,199.8,4.0,81.1,40,0.15,6.86
2026-05-30T10:30:43.124957,1,low_battery_powersave,0,150,0.1193,-0.2379,-0.1561,0.04,3.71,0.0,198.4,3.2,81.1,40,0.15,6.86
2026-05-30T10:30:45.588150,1,low_battery_powersave,3,1200,0.209,-0.0192,-0.1465,0.324,3.7,0.0,101.8,4.1,80.9,40,0.15,15.47
2026-05-30T10:30:47.692475,1,low_battery_powersave,2,600,0.1371,-0.1354,-0.1443,0.152,3.95,0.0,101.8,3.6,80.9,40,0.15,10.55
2026-05-30T10:30:51.512510,1,low_battery_powersave,3,1200,0.1885,-0.038,-0.1359,0.304,3.95,0.0,101.8,6.3,81.1,40,0.15,15.47
2026-05-30T10:30:53.677510,1,low_battery_powersave,0,150,0.1989,-0.2087,-0.136,0.038,3.96,0.0,101.6,3.2,74.9,40,0.15,6.86
2026-05-30T10:30:57.534475,1,low_battery_powersave,3,1200,0.2099,-0.0347,-0.1306,0.303,3.96,0.0,101.8,3.8,80.9,40,0.15,15.47
2026-05-30T10:31:01.731953,1,low_battery_powersave,0,150,0.1361,-0.2113,-0.1322,0.038,3.96,0.0,101.9,3.4,81.0,40,0.15,6.86
2026-05-30T10:31:08.838736,1,low_battery_powersave,3,1200,0.1912,-0.0359,-0.127,0.302,3.98,0.0,101.7,4.0,80.8,40,0.15,15.47
2026-05-30T10:31:12.651587,1,low_battery_powersave,3,1200,0.1927,-0.035,-0.1214,0.302,3.98,0.0,102.2,3.1,81.1,40,0.15,15.47
2026-05-30T10:31:17.048730,1,low_battery_powersave,3,1200,0.1941,-0.0355,-0.1126,0.302,3.97,0.0,101.7,4.0,81.0,40,0.15,15.47
2026-05-30T10:31:20.494624,1,low_battery_powersave,4,2400,0.2645,0.1513,-0.0946,0.63,3.81,0.0,250.5,3.4,81.2,40,0.15,25.31
2026-05-30T10:31:29.748739,1,low_battery_powersave,2,600,0.1573,-0.23,-0.0994,0.253,2.37,0.0,506.7,37.8,81.0,95,0.1,46.88
2026-05-30T10:31:41.408132,1,critical_system_stress,5,4800,0.1587,-1.4333,-0.1622,4.272,1.12,0.0,806.4,38.2,81.0,95,0.1,200.0
2026-05-30T10:31:53.543986,1,critical_system_stress,0,150,0.182,-0.2007,-0.1655,0.341,0.44,0.0,827.2,44.6,80.8,95,0.1,30.47
2026-05-30T10:32:03.607297,1,critical_system_stress,4,2400,0.1493,-1.0579,-0.2122,5.315,0.45,0.0,606.5,39.9,80.9,95,0.1,112.5
2026-05-30T10:32:17.749950,1,critical_system_stress,0,150,0.153,-0.1406,-0.2131,0.317,0.47,0.0,507.0,38.2,80.8,95,0.1,30.47
2026-05-30T10:32:25.181598,1,critical_system_stress,2,600,0.1138,-0.0812,-0.2133,0.162,3.7,0.0,41.5,0.5,68.5,35,1.0,9.38
2026-05-30T10:32:26.821562,2,optimal_conditions,0,150,0.3801,-0.1306,-0.2093,0.022,6.96,0.0,41.2,0.5,62.7,35,1.0,6.09
2026-05-30T10:32:28.472475,2,optimal_conditions,3,1200,0.1603,-0.0378,-0.2194,0.139,8.62,0.0,41.2,0.5,68.8,35,1.0,13.75
2026-05-30T10:32:30.084474,2,optimal_conditions,0,150,0.2019,-0.104,-0.2128,0.017,8.62,0.0,41.5,0.7,68.8,35,1.0,6.09
2026-05-30T10:32:31.723933,2,optimal_conditions,0,150,0.3456,-0.1039,-0.2061,0.017,8.62,0.0,41.6,0.6,68.6,35,1.0,6.09
2026-05-30T10:32:33.330561,2,optimal_conditions,4,2400,0.2115,0.0408,-0.2031,0.285,8.41,0.0,41.3,0.5,68.7,35,1.0,22.5
2026-05-30T10:32:34.917775,2,optimal_conditions,0,150,0.2051,-0.1076,-0.2017,0.018,8.42,0.0,41.6,0.5,68.7,35,1.0,6.09
2026-05-30T10:32:36.526871,2,optimal_conditions,0,150,0.3461,-0.1075,-0.2052,0.018,8.42,0.0,41.6,0.4,68.8,35,1.0,6.09
2026-05-30T10:32:39.523754,2,optimal_conditions,2,600,0.0884,-0.0604,-0.1978,0.07,8.62,0.0,41.4,0.5,46.3,35,1.0,9.38
2026-05-30T10:32:41.103357,2,optimal_conditions,5,4800,0.1874,0.2645,-0.1828,0.558,8.6,0.0,41.8,0.4,46.2,35,1.0,40.0
2026-05-30T10:32:57.367755,2,optimal_conditions,3,1200,0.0845,-0.0434,-0.0434,0.139,8.63,0.0,41.3,0.4,74.3,35,1.0,13.75
2026-05-30T10:32:58.971086,2,optimal_conditions,4,2400,0.2208,0.0276,-0.0079,0.278,8.63,0.0,41.7,0.4,74.4,35,1.0,22.5
2026-05-30T10:33:00.693281,2,optimal_conditions,4,2400,0.2396,0.0264,0.0036,0.278,8.63,0.0,41.6,0.9,74.5,35,1.0,22.5
2026-05-30T10:33:02.282205,2,optimal_conditions,5,4800,0.1377,0.1491,0.04,0.556,8.63,0.0,41.7,0.5,80.7,35,1.0,40.0
2026-05-30T10:33:03.899409,2,optimal_conditions,4,2400,0.2769,0.0157,0.0351,0.278,8.63,0.0,41.9,0.8,80.6,35,1.0,22.5
2026-05-30T10:33:05.509524,2,optimal_conditions,0,150,0.3846,-0.1086,0.0112,0.017,8.63,0.0,42.0,0.6,80.3,35,1.0,6.09
2026-05-30T10:33:07.110058,2,optimal_conditions,1,300,0.0869,-0.0973,-0.0043,0.035,8.62,0.0,41.4,0.6,74.4,35,1.0,7.19
2026-05-30T10:33:09.409361,2,optimal_conditions,4,2400,0.2108,0.0287,-0.0002,0.278,8.62,0.0,41.3,0.1,74.5,35,1.0,22.5
2026-05-30T10:33:11.000284,2,optimal_conditions,4,2400,0.2253,0.0273,0.0028,0.278,8.62,0.0,41.3,0.5,74.6,35,1.0,22.5
2026-05-30T10:33:12.600006,2,optimal_conditions,4,2400,0.2305,0.0162,0.0042,0.278,8.63,0.0,41.7,0.5,80.7,35,1.0,22.5
2026-05-30T10:33:14.199196,2,optimal_conditions,0,150,0.4049,-0.1061,-0.0058,0.017,8.63,0.0,41.4,0.4,74.5,35,1.0,6.09
2026-05-30T10:33:15.903686,2,optimal_conditions,0,150,0.3631,-0.1084,-0.0144,0.017,8.63,0.0,41.2,0.5,80.6,35,1.0,6.09
2026-05-30T10:33:17.534594,2,optimal_conditions,3,1200,0.0806,-0.0515,-0.0172,0.139,8.63,0.0,71.4,0.7,74.5,35,1.0,13.75
2026-05-30T10:33:19.109163,2,optimal_conditions,0,150,0.3687,-0.1085,-0.0238,0.017,8.62,0.0,41.2,0.5,80.5,35,1.0,6.09
2026-05-30T10:33:20.701315,2,optimal_conditions,0,150,0.3632,-0.1085,-0.0294,0.017,8.62,0.0,41.2,0.5,80.6,35,1.0,6.09
2026-05-30T10:33:22.267818,2,optimal_conditions,4,2400,0.1994,0.0165,-0.0265,0.278,8.62,0.0,41.3,0.5,80.6,35,1.0,22.5
2026-05-30T10:33:23.842171,2,optimal_conditions,0,150,0.3961,-0.1086,-0.0314,0.017,8.62,0.0,41.5,0.5,80.6,35,1.0,6.09
2026-05-30T10:33:25.415857,2,optimal_conditions,3,1200,0.0823,-0.0499,-0.0324,0.139,8.62,0.0,41.3,0.4,80.4,35,1.0,13.75
2026-05-30T10:33:27.021650,2,optimal_conditions,0,150,0.4021,-0.1064,-0.0363,0.017,8.62,0.0,41.4,1.1,74.3,35,1.0,6.09
2026-05-30T10:33:28.587101,2,optimal_conditions,0,150,0.3161,-0.1085,-0.0399,0.017,8.62,0.0,41.4,0.5,80.5,35,1.0,6.09
2026-05-30T10:33:30.199625,2,optimal_conditions,2,600,0.1153,-0.0835,-0.0419,0.07,8.62,0.0,41.6,0.5,80.5,35,1.0,9.38
2026-05-30T10:33:31.773737,2,optimal_conditions,4,2400,0.2072,0.0164,-0.0425,0.278,8.62,0.0,41.3,0.5,80.6,35,1.0,22.5
2026-05-30T10:33:33.338755,2,optimal_conditions,0,150,0.3921,-0.1085,-0.0492,0.017,8.63,0.0,41.3,0.7,80.5,35,1.0,6.09
2026-05-30T10:33:34.954505,2,optimal_conditions,4,2400,0.1868,0.0166,-0.0558,0.278,8.62,0.0,41.2,0.5,80.6,35,1.0,22.5
2026-05-30T10:33:36.519442,2,optimal_conditions,4,2400,0.2085,0.0276,-0.0553,0.278,8.62,0.0,41.9,0.5,74.4,35,1.0,22.5
2026-05-30T10:33:38.122438,2,optimal_conditions,0,150,0.4189,-0.1088,-0.0553,0.017,8.62,0.0,41.9,0.6,80.6,35,1.0,6.09
2026-05-30T10:33:40.572718,2,optimal_conditions,0,150,0.3745,-0.1087,-0.0558,0.017,8.62,0.0,41.9,0.4,80.5,35,1.0,6.09
